RouteName,RouteDirection,AvgStartTime,AvgSch,AvgAct,AvgDiff
15,Inbound,1100,9.536423841059603,10.019867549668874,0.48344370860927155
15,Inbound,1110,10.017857142857142,10.339285714285714,0.32142857142857145
15,Inbound,1120,12.329545454545455,11.159090909090908,-1.1704545454545454
15,Inbound,1130,12.9375,11.375,-1.5625
15,Inbound,1140,12.078947368421053,12.675438596491228,0.5964912280701754
15,Inbound,1150,11.695652173913043,13.119565217391305,1.423913043478261
15,Inbound,1160,12.327586206896552,13.008620689655173,0.6810344827586207
15,Inbound,1170,18.88888888888889,18.904761904761905,0.015873015873015872
15,Inbound,1180,20.32,19.26,-1.06
15,Inbound,1190,22.9468085106383,20.882978723404257,-2.0638297872340425
15,Inbound,1200,22.303030303030305,23.151515151515152,0.8484848484848485
15,Inbound,1210,20.364485981308412,21.50467289719626,1.1401869158878504
